pair_id,source,destination,euclid_m,algorithm,heuristic,gender,social,age,vehicle,time_bucket,weather,success,nodes_expanded,nodes_generated,revisits,max_frontier_size,path_length_edges,path_length_meters,path_cost,depth,effective_branching_factor,predicted_cost_at_start,predicted_vs_actual_gap,runtime_seconds
3,10162558713,1200021827,4907.267808943676,astar,zero,male,alone,adult,car,midday,clear,True,3170,3646,323,166,65,6313.276656036682,63627.227796678184,65,1.0893795090158809,0.0,63627.227796678184,0.02122895699721994
3,10162558713,1200021827,4907.267808943676,astar,haversine_admissible,male,alone,adult,car,midday,clear,True,2781,3205,288,150,65,6313.276656036682,63627.227796678184,65,1.0867364465708336,4821.643174824948,58805.58462185324,0.028177195999887772
3,10162558713,1200021827,4907.267808943676,astar,network_relaxed,male,alone,adult,car,midday,clear,True,2691,3115,287,148,65,6313.276656036682,63627.227796678184,65,1.0860709632418037,6203.1192273391425,57424.10856933904,0.018771208000543993
3,10162558713,1200021827,4907.267808943676,astar,haversine_time,male,alone,adult,car,midday,clear,True,3062,3516,309,153,65,6313.276656036682,63627.227796678184,65,1.0886805209735866,1261.8688651569453,62365.35893152124,0.028214057005243376
3,10162558713,1200021827,4907.267808943676,astar,context_aware,male,alone,adult,car,midday,clear,True,2765,3187,287,149,65,6313.276656036682,63627.227796678184,65,1.0866197673409503,5207.374628810944,58419.85316786724,0.026091423998877872
3,10162558713,1200021827,4907.267808943676,astar,learned_history,male,alone,adult,car,midday,clear,True,2643,3059,270,153,65,6313.276656036682,63627.227796678184,65,1.0857066418213936,7232.464762237421,56394.763034440766,0.02952024799742503
3,10162558713,1200021827,4907.267808943676,weighted_astar,zero,male,alone,adult,car,midday,clear,True,3170,3646,323,166,65,6313.276656036682,63627.227796678184,65,1.0893795090158809,0.0,63627.227796678184,0.019887378002749756
3,10162558713,1200021827,4907.267808943676,weighted_astar,haversine_admissible,male,alone,adult,car,midday,clear,True,2502,2914,262,159,65,6313.276656036682,63627.227796678184,65,1.0845958247556364,4821.643174824948,58805.58462185324,0.023595643004227895
3,10162558713,1200021827,4907.267808943676,weighted_astar,network_relaxed,male,alone,adult,car,midday,clear,True,2296,2704,248,162,65,6313.276656036682,63627.227796678184,65,1.082851582300213,6203.1192273391425,57424.10856933904,0.016084574999695178
3,10162558713,1200021827,4907.267808943676,weighted_astar,haversine_time,male,alone,adult,car,midday,clear,True,2989,3441,301,157,65,6313.276656036682,63627.227796678184,65,1.0881936143558222,1261.8688651569453,62365.35893152124,0.02959149299567798
